PUBLICATION_DATE,UID,lat,lon,DATE_COL,SITE_ID,SITE_USE,STATE,REGION,VISIT_NO,SAMPLE_TYPE,COND,COND_USEABILITY,NH3,NH3_USEABILITY,NO3NO2,NO3NO2_USEABILITY,PH,PH_USEABILITY,TKN,TKN_USEABILITY,TN,TN_USEABILITY,TP,TP_USEABILITY,CONDUCTIVITY_FIELD,PH_FIELD
7/28/2016,4363,41.94517,-70.9627,7/12/2011,NWCA11-1749,NWCA_PROBABILITY,MA,NAP,1,CHEM,160.6,"USE - only lab, no issues",0.098,USE,0.1,USE - no issues,6,USE,,,1.163,USE - no issues,88,USE - no issues,,
7/28/2016,4364,42.06329,-70.13371,7/16/2011,NWCA11-1750,NWCA_PROBABILITY,MA,CPL,1,CHEM,2117,"USE - only lab, flag issue minor",0.018,USE,0.011,USE - account for <DL/LRL,6.44,USE,,,1.968,USE - flag issue minor,535,USE - flag issue minor,,
7/28/2016,4365,42.65538157,-71.08372933,7/9/2011,NWCA11-1751,NWCA_PROBABILITY,MA,NAP,1,CHEM,357.1,"USE - only lab, flag issue minor",0.016,USE,0.028,USE - flag issue minor,6.48,USE,,,1.308,USE - flag issue minor,121,USE - flag issue minor,,
7/28/2016,4366,41.42173,-70.56927,7/18/2011,NWCA11-1752,NWCA_PROBABILITY,MA,CPL,1,CHEM,1859,"USE - only lab, no issues",0.161,USE,0.016,USE - account for <DL/LRL,5.75,USE,,,0.79,USE - no issues,72,USE - no issues,,
7/28/2016,4367,42.16859,-70.7179,7/11/2011,NWCA11-1753,NWCA_PROBABILITY,MA,NAP,1,CHEM,42000,"USE - only lab, no issues",0.008,USE,0.005,USE - no issues,7.56,USE,,,0.434,USE - no issues,33,USE - no issues,,
7/28/2016,4368,41.87409,-69.99983,7/14/2011,NWCA11-1754,NWCA_PROBABILITY,MA,CPL,1,CHEM,3283,"USE - only lab, no issues",0.473,USE,0.03,USE - no issues,5.98,USE,,,1.258,USE - no issues,61,USE - no issues,,
7/28/2016,4370,40.76595871,-72.88414359,9/20/2011,NWCA11-2265,NWCA_PROBABILITY,NY,CPL,1,CHEM,31300,"USE - only lab, no issues",0.109,USE,0.006,USE - no issues,7.16,USE,,,1.208,USE - no issues,205,USE - no issues,,
7/28/2016,4371,40.76595871,-72.88414359,9/30/2011,NWCA11-2265,NWCA_REVISITS,NY,CPL,2,CHEM,27480,"USE - only lab, flag issue minor",0.058,USE,0.005,USE - flag issue minor,7.35,USE,,,0.868,USE - flag issue minor,88,USE - flag issue minor,,
7/28/2016,4372,43.77856756,-75.44644128,7/30/2011,NWCA11-2267,NWCA_PROBABILITY,NY,NAP,1,CHEM,104.6,"USE - only lab, flag issue minor",0.067,USE,0.014,USE - account for <DL/LRL,7.43,USE,,,1.215,USE - flag issue minor,61,USE - flag issue minor,,
7/28/2016,4374,40.80414415,-72.70037024,8/25/2011,NWCA11-2269,NWCA_PROBABILITY,NY,CPL,1,CHEM,7360,"USE - only lab, flag issue minor",0.077,USE,1.393,USE - flag issue minor,6.91,USE,,,2.685,USE - flag issue minor,102,USE - flag issue minor,,
7/28/2016,4384,44.0555,-75.34264,8/17/2011,NWCA11-R016,NWCA_NOT_PROBABILITY,NY,NAP,1,CHEM,31.25,"USE - only lab, no issues",0.008,USE,0.011,USE - account for <DL/LRL,5.47,USE,,,0.615,USE - no issues,37,USE - no issues,,
7/28/2016,4385,41.88046,-74.38261,8/23/2011,NWCA11-R017,NWCA_NOT_PROBABILITY,NY,NAP,1,CHEM,31.38,"USE - only lab, no issues",0.023,USE,0.021,USE - no issues,4.37,USE,,,0.505,USE - no issues,12,USE - no issues,,
7/28/2016,4388,44.08433,-75.32777,8/16/2011,NWCA11-R004,NWCA_NOT_PROBABILITY,NY,NAP,1,CHEM,53.61,"USE - only lab, no issues",0.017,USE,0.028,USE - no issues,3.92,USE,,,0.715,USE - no issues,4,USE - no issues,,
7/28/2016,4389,37.41522,-76.71689,7/11/2011,NWCA11-R052,NWCA_NOT_PROBABILITY,VA,CPL,1,CHEM,23970,"USE - only lab, flag issue minor",0,USE,0.004,USE - flag issue minor,7.45,USE,,,3.106,USE - flag issue minor,1268,USE - flag issue minor,,
7/28/2016,4393,35.93797,-76.87762,7/10/2011,NWCA11-R070,NWCA_NOT_PROBABILITY,NC,CPL,1,CHEM,94.79,"USE - only lab, no issues",0.03,USE,0.014,USE - account for <DL/LRL,6.03,USE,,,1.728,USE - no issues,194,USE - no issues,,
7/28/2016,4394,35.0862,-75.99199,7/8/2011,NWCA11-R071,NWCA_NOT_PROBABILITY,NC,CPL,1,CHEM,20940,"USE - only lab, flag issue minor",0.116,USE,0.006,USE - flag issue minor,7.63,USE,,,1.148,USE - flag issue minor,124,USE - flag issue minor,,
7/28/2016,4396,41.46062,-71.43694,8/16/2011,NWCA11-2392,NWCA_PROBABILITY,RI,NAP,1,CHEM,91.6,"USE - only lab, no issues",0.018,USE,0.037,USE - no issues,5.36,USE,,,0.843,USE - no issues,43,USE - no issues,,
7/28/2016,4397,41.71083592,-71.28859438,8/8/2011,NWCA11-2390,NWCA_PROBABILITY,RI,NAP,1,CHEM,22200,"USE - only lab, no issues",0.232,USE,0.026,USE - no issues,7.14,USE,,,2.706,USE - no issues,243,USE - no issues,,
7/28/2016,4398,41.61444,-71.75419,8/14/2011,NWCA11-2389,NWCA_PROBABILITY,RI,NAP,1,CHEM,43.31,"USE - only lab, no issues",0.013,USE,0.056,USE - no issues,6.1,USE,,,0.498,USE - no issues,37,USE - no issues,,
7/28/2016,4399,41.56859,-71.58813,8/11/2011,NWCA11-2388,NWCA_PROBABILITY,RI,NAP,1,CHEM,110.1,"USE - only lab, no issues",0.036,USE,0.148,USE - no issues,6.86,USE,,,0.495,USE - no issues,33,USE - no issues,,
7/28/2016,4403,41.57226,-71.59089,8/10/2011,NWCA11-2384,NWCA_PROBABILITY,RI,NAP,1,CHEM,142.6,"USE - only lab, no issues",0.01,USE,0.308,USE - no issues,6.78,USE,,,0.6,USE - no issues,25,USE - no issues,,
7/28/2016,4404,41.70956,-71.30459,8/7/2011,NWCA11-2382,NWCA_PROBABILITY,RI,NAP,1,CHEM,20810,"USE - only lab, no issues",0.101,USE,0.022,USE - no issues,7.21,USE,,,1.781,USE - no issues,298,USE - no issues,,
7/28/2016,4405,41.62203357,-71.77755563,8/12/2011,NWCA11-2381,NWCA_PROBABILITY,RI,NAP,1,CHEM,47.33,"USE - only lab, flag issue minor",0.046,USE,0.032,USE - flag issue minor,6.34,USE,,,1.013,USE - flag issue minor,107,USE - flag issue minor,,
7/28/2016,4406,45.03692,-67.20238,8/9/2011,NWCA11-R124,NWCA_NOT_PROBABILITY,ME,NAP,1,CHEM,22.65,"USE - only lab, no issues",0.01,USE,0.008,USE - account for <DL/LRL,6.21,USE,,,0.46,USE - no issues,7,USE - no issues,,
7/28/2016,4441,43.93247,-89.10278,6/22/2011,NWCA11-R116,NWCA_NOT_PROBABILITY,WI,TPL,1,CHEM,125.5,"USE - only lab, no issues",0.022,USE,0.007,USE - account for <DL/LRL,7.19,USE,,,1.081,USE - no issues,65,USE - no issues,,
7/28/2016,4442,33.874117,-109.244583,9/7/2011,NWCA11-4703,NWCA_PROBABILITY,AZ,WMT,1,CHEM,259.8,"USE - only lab, no issues",0.05,USE,0.015,USE - account for <DL/LRL,7.66,USE,,,1.605,USE - no issues,400,USE - no issues,,
7/28/2016,4444,28.84890976,-95.47948705,9/7/2011,NWCA11-2529,NWCA_REVISITS,TX,CPL,2,CHEM,56770,"USE - field & lab, no issues",0.133,USE,0.144,USE - no issues,7.78,USE,,,0.968,USE - no issues,122,USE - no issues,62230,7.59
7/28/2016,4445,28.84890976,-95.47948705,6/20/2011,NWCA11-2529,NWCA_PROBABILITY,TX,CPL,1,CHEM,44180,"USE - field & lab, no issues",0.009,USE,0.004,USE - no issues,8.23,USE,,,1.318,USE - no issues,309,USE - no issues,48440,7.97
7/28/2016,4446,33.32997,-79.18111,6/14/2011,NWCA11-R006,NWCA_NOT_PROBABILITY,SC,CPL,1,CHEM,50530,"USE - only lab, no issues",0.058,USE,0.006,USE - no issues,7.75,USE,,,1.139,USE - no issues,211,USE - no issues,,
7/28/2016,4449,47.2832,-94.11926,8/10/2011,NWCA11-R117,NWCA_NOT_PROBABILITY,MN,UMW,1,CHEM,112.6,"USE - only lab, no issues",0.033,USE,0.008,USE - account for <DL/LRL,6.65,USE,,,3.978,USE - no issues,298,USE - no issues,,
7/28/2016,4450,46.89657,-94.00974,8/11/2011,NWCA11-R113,NWCA_NOT_PROBABILITY,MN,UMW,1,CHEM,86.72,"USE - only lab, flag issue minor",0.007,USE,0.007,USE - account for <DL/LRL,6.65,USE,,,0.76,USE - flag issue minor,25,USE - flag issue minor,,
7/28/2016,4453,47.00597,-94.46203,8/9/2011,NWCA11-R112,NWCA_NOT_PROBABILITY,MN,UMW,1,CHEM,42.88,"USE - only lab, no issues",0.011,USE,0.007,USE - account for <DL/LRL,6.31,USE,,,0.923,USE - no issues,25,USE - no issues,,
7/28/2016,4456,47.18543,-95.1847,8/8/2011,NWCA11-R110,NWCA_NOT_PROBABILITY,MN,UMW,1,CHEM,33.37,"USE - only lab, no issues",0.006,USE,0.007,USE - account for <DL/LRL,6.22,USE,,,0.698,USE - no issues,22,USE - no issues,,
7/28/2016,4460,33.87539,-109.2473,9/20/2011,NWCA11-4699,NWCA_PROBABILITY,AZ,WMT,1,CHEM,391.3,"USE - only lab, flag issue minor",0.044,USE,0.01,USE - account for <DL/LRL,7.6,USE,,,0.683,USE - flag issue minor,173,USE - flag issue minor,,
7/28/2016,4461,33.88026,-109.25378,9/8/2011,NWCA11-4692,NWCA_PROBABILITY,AZ,WMT,1,CHEM,319.6,"USE - only lab, flag issue minor",0.064,USE,0.067,USE - flag issue minor,7.9,USE,,,1.1,USE - flag issue minor,247,USE - flag issue minor,,
7/28/2016,4462,33.873433,-109.2436,9/6/2011,NWCA11-2900,NWCA_PROBABILITY,AZ,WMT,1,CHEM,266.9,"USE - only lab, flag issue minor",0.045,USE,0.008,USE - account for <DL/LRL,7.57,USE,,,1.63,USE - flag issue minor,316,USE - flag issue minor,,
7/28/2016,4463,33.87684,-109.24824,9/20/2011,NWCA11-2897,NWCA_PROBABILITY,AZ,WMT,1,CHEM,378.4,"USE - only lab, flag issue minor",0.023,USE,0.008,USE - account for <DL/LRL,7.93,USE,,,0.865,USE - flag issue minor,223,USE - flag issue minor,,
7/28/2016,4464,33.870667,-109.268217,9/21/2011,NWCA11-2890,NWCA_PROBABILITY,AZ,WMT,1,CHEM,293.7,"USE - only lab, flag issue minor",0.034,USE,0.011,USE - account for <DL/LRL,7.34,USE,,,1.76,USE - flag issue minor,962,USE - flag issue minor,,
7/28/2016,4465,40.6323,-73.47577,9/22/2011,NWCA11-2262,NWCA_PROBABILITY,NY,CPL,1,CHEM,41900,"USE - only lab, flag issue minor",0.071,USE,0.011,USE - flag issue minor,8.16,USE,,,0.403,USE - flag issue minor,46,USE - flag issue minor,,
7/28/2016,4466,40.63612,-73.39951,9/27/2011,NWCA11-2281,NWCA_PROBABILITY,NY,CPL,1,CHEM,42000,"USE - only lab, no issues",0,USE,0.01,USE - no issues,7.81,USE,,,0.585,USE - no issues,83,USE - no issues,,
7/28/2016,4468,40.6193,-73.49617,9/21/2011,NWCA11-2279,NWCA_PROBABILITY,NY,CPL,1,CHEM,43530,"USE - only lab, no issues",0,USE,0.009,USE - no issues,8.03,USE,,,0.43,USE - no issues,55,USE - no issues,,
7/28/2016,4470,40.75391,-72.86146,9/26/2011,NWCA11-2277,NWCA_PROBABILITY,NY,CPL,1,CHEM,10840,"USE - only lab, flag issue minor",1.261,USE,1.166,USE - flag issue minor,7.02,USE,,,3.213,USE - flag issue minor,134,USE - flag issue minor,,
7/28/2016,4472,44.11412,-74.37748,8/6/2011,NWCA11-2275,NWCA_PROBABILITY,NY,NAP,1,CHEM,34,"USE - only lab, flag issue minor",0.014,USE,0.032,USE - flag issue minor,7.07,USE,,,0.485,USE - flag issue minor,17,USE - flag issue minor,,
7/28/2016,4473,40.60638,-73.61667,9/24/2011,NWCA11-2273,NWCA_PROBABILITY,NY,CPL,1,CHEM,38560,"USE - only lab, flag issue minor",0.312,USE,0.132,USE - flag issue minor,8.03,USE,,,0.815,USE - flag issue minor,121,USE - flag issue minor,,
7/28/2016,4475,40.80414415,-72.70037024,9/29/2011,NWCA11-2269,NWCA_REVISITS,NY,CPL,2,CHEM,25620,"USE - only lab, no issues",0.08,USE,0.236,USE - no issues,7.21,USE,,,1.113,USE - no issues,124,USE - no issues,,
7/28/2016,4476,33.86268,-109.2385,9/5/2011,NWCA11-1092,NWCA_PROBABILITY,AZ,WMT,1,CHEM,254.7,"USE - only lab, flag issue minor",0.055,USE,0.093,USE - flag issue minor,7.33,USE,,,1.945,USE - flag issue minor,716,USE - flag issue minor,,
7/28/2016,4477,33.86268,-109.23855,9/21/2011,NWCA11-1092,NWCA_REVISITS,AZ,WMT,2,CHEM,308.9,"USE - only lab, flag issue minor",0.014,USE,0,USE - account for <DL/LRL,7.72,USE,,,0.75,USE - flag issue minor,161,USE - flag issue minor,,
7/28/2016,4478,33.87471,-109.24541,9/22/2011,NWCA11-1095,NWCA_REVISITS,AZ,WMT,2,CHEM,328.8,"USE - only lab, no issues",0.022,USE,0.01,USE - account for <DL/LRL,7.2,USE,,,0.448,USE - no issues,173,USE - no issues,,
7/28/2016,4479,33.87472,-109.24542,9/8/2011,NWCA11-1095,NWCA_PROBABILITY,AZ,WMT,1,CHEM,293.4,"USE - only lab, flag issue minor",0.048,USE,0.071,USE - flag issue minor,7.55,USE,,,1.158,USE - flag issue minor,264,USE - flag issue minor,,
7/28/2016,4483,46.44574,-92.10267,7/13/2011,NWCA11-2748,NWCA_PROBABILITY,WI,UMW,1,CHEM,25,"USE - only lab, no issues",,REJECT,,REJECT - no usable value,5.72,USE,,REJECT - no usable value,,REJECT - no usable value,,REJECT - no usable value,,
7/28/2016,4485,46.23844376,-92.13215353,7/26/2011,NWCA11-2746,NWCA_PROBABILITY,WI,UMW,1,CHEM,73,"USE - only lab, flag issue minor",0.043,USE,0,USE - account for <DL/LRL,6.17,USE,6.63,USE - flag issue minor,,NOVALUE - use TKN+NO3NO2,493,USE - no issues,,
7/28/2016,4486,44.69398776,-88.82692026,7/8/2011,NWCA11-2745,NWCA_PROBABILITY,WI,UMW,1,CHEM,440,"USE - only lab, no issues",0.044,USE,0,USE - account for <DL/LRL,7.65,USE,1.88,USE - no issues,,NOVALUE - use TKN+NO3NO2,79,USE - no issues,,
7/28/2016,4488,45.58710461,-91.07677871,6/24/2011,NWCA11-2743,NWCA_PROBABILITY,WI,UMW,1,CHEM,35.88,"USE - only lab, flag issue minor",0.049,USE,0.014,USE - account for <DL/LRL,6.29,USE,,,1.895,USE - flag issue minor,178,USE - flag issue minor,,
7/28/2016,4491,43.178365,-89.272382,7/20/2011,NWCA11-2737,NWCA_PROBABILITY,WI,TPL,1,CHEM,709,"USE - only lab, flag issue minor",0.782,USE,0,USE - account for <DL/LRL,7.15,USE,8.21,USE - flag issue minor,,NOVALUE - use TKN+NO3NO2,1850,USE - no issues,,
7/28/2016,4495,46.43468222,-92.1010711,7/27/2011,NWCA11-2732,NWCA_REVISITS,WI,UMW,2,CHEM,68,"USE - only lab, no issues",0.448,USE,0,USE - account for <DL/LRL,6.29,USE,2.43,USE - no issues,,NOVALUE - use TKN+NO3NO2,149,USE - no issues,,
7/28/2016,4496,46.43468222,-92.1010711,7/12/2011,NWCA11-2732,NWCA_PROBABILITY,WI,UMW,1,CHEM,75,"USE - only lab, no issues",0.165,USE,0,USE - account for <DL/LRL,6.22,USE,4.51,USE - no issues,,NOVALUE - use TKN+NO3NO2,393,USE - no issues,,
7/28/2016,4497,33.34816,-79.18911,6/15/2011,NWCA11-R024,NWCA_NOT_PROBABILITY,SC,CPL,1,CHEM,50070,"USE - only lab, no issues",0.007,USE,0.005,USE - no issues,7.82,USE,,,0.619,USE - no issues,71,USE - no issues,,
7/28/2016,4500,43.0692293,-70.71791109,9/13/2011,NWCA11-2181,NWCA_PROBABILITY,NH,NAP,1,CHEM,663,"USE - only lab, no issues",0.014,USE,0.008,USE - account for <DL/LRL,6.76,USE,,,5.5,USE - no issues,1381,USE - no issues,,
7/28/2016,4539,35.58127738,-75.9107561,9/20/2011,NWCA11-2032,NWCA_PROBABILITY,NC,CPL,1,CHEM,9017,"USE - field & lab, no issues",1.395,USE,0.015,USE - no issues,4.24,USE,,,5.888,USE - flag issue minor,231,USE - no issues,9783,3.9
7/28/2016,4541,35.39328314,-76.38081164,5/16/2011,NWCA11-2045,NWCA_PROBABILITY,NC,CPL,1,CHEM,30200,"USE - field & lab, no issues",0.009,USE,0.003,USE - account for <DL/LRL,7.57,USE,,,1.22,USE - no issues,22,USE - no issues,20048,6.23
7/28/2016,4543,35.38837011,-76.3193744,5/19/2011,NWCA11-2049,NWCA_PROBABILITY,NC,CPL,1,CHEM,30150,"USE - field & lab, flag issue minor",0.023,USE,0.01,USE - flag issue minor,7.3,USE,,,0.851,USE - flag issue minor,16,USE - flag issue minor,30743,6.44
7/28/2016,4549,41.85756,-71.56532,9/9/2011,NWCA11-2393,NWCA_PROBABILITY,RI,NAP,1,CHEM,141.1,"USE - only lab, flag issue minor",0.012,USE,0.004,USE - account for <DL/LRL,6.07,USE,,,0.538,USE - flag issue minor,39,USE - flag issue minor,,
7/28/2016,4550,41.62203357,-71.77755563,9/10/2011,NWCA11-2381,NWCA_REVISITS,RI,NAP,2,CHEM,52.68,"USE - only lab, flag issue minor",0.015,USE,0.007,USE - account for <DL/LRL,6.03,USE,,,0.58,USE - flag issue minor,86,USE - flag issue minor,,
7/28/2016,4551,41.7095,-71.30455,9/6/2011,NWCA11-2382,NWCA_REVISITS,RI,NAP,2,CHEM,21460,"USE - only lab, no issues",0.206,USE,0.067,USE - no issues,7.06,USE,,,1.36,USE - no issues,269,USE - no issues,,
7/28/2016,4683,41.64205,-73.03207,9/23/2011,NWCA11-1193,NWCA_PROBABILITY,CT,NAP,1,CHEM,92.54,"USE - only lab, flag issue minor",0.024,USE,0.049,USE - flag issue minor,6.53,USE,,,0.34,USE - flag issue minor,46,USE - flag issue minor,,
7/28/2016,4684,41.82703547,-72.9162012,9/11/2011,NWCA11-1190,NWCA_PROBABILITY,CT,NAP,1,CHEM,231.7,"USE - only lab, no issues",0.017,USE,0.776,USE - no issues,7.11,USE,,,0.973,USE - no issues,23,USE - no issues,,
7/28/2016,4685,41.86653201,-73.4976652,9/26/2011,NWCA11-1189,NWCA_PROBABILITY,CT,NAP,1,CHEM,447.8,"USE - only lab, no issues",0.032,USE,0.012,USE - account for <DL/LRL,7.41,USE,,,1.173,USE - no issues,41,USE - no issues,,
7/28/2016,4686,41.26593,-72.70909,9/21/2011,NWCA11-1188,NWCA_PROBABILITY,CT,NAP,1,CHEM,4893,"USE - only lab, no issues",0.022,USE,0.01,USE - account for <DL/LRL,6.44,USE,,,1.698,USE - no issues,289,USE - no issues,,
7/28/2016,4687,41.3334,-72.36366,9/8/2011,NWCA11-1187,NWCA_PROBABILITY,CT,NAP,1,CHEM,170.7,"USE - only lab, no issues",0.025,USE,0.122,USE - no issues,7.11,USE,,,0.433,USE - no issues,94,USE - no issues,,
7/28/2016,4688,41.80995145,-73.29738787,9/13/2011,NWCA11-1186,NWCA_PROBABILITY,CT,NAP,1,CHEM,71.28,"USE - only lab, no issues",0.013,USE,0.02,USE - account for <DL/LRL,6.91,USE,,,0.273,USE - no issues,14,USE - no issues,,
7/28/2016,4689,41.26231,-72.72837,9/7/2011,NWCA11-1184,NWCA_PROBABILITY,CT,NAP,1,CHEM,18610,"USE - only lab, no issues",0.099,USE,0.102,USE - no issues,7.03,USE,,,0.993,USE - no issues,140,USE - no issues,,
7/28/2016,4690,41.64557,-73.00333,9/22/2011,NWCA11-1183,NWCA_PROBABILITY,CT,NAP,1,CHEM,141.7,"USE - only lab, no issues",0.026,USE,0.18,USE - no issues,6.53,USE,,,0.353,USE - no issues,20,USE - no issues,,
7/28/2016,4691,41.26666966,-72.50269329,9/25/2011,NWCA11-1180,NWCA_REVISITS,CT,NAP,2,CHEM,8210,"USE - only lab, no issues",0.094,USE,0.04,USE - no issues,7.4,USE,,,0.995,USE - no issues,109,USE - no issues,,
7/28/2016,4692,41.63713648,-73.03024,9/24/2011,NWCA11-1179,NWCA_REVISITS,CT,NAP,2,CHEM,103.6,"USE - only lab, flag issue minor",0.006,USE,0.095,USE - flag issue minor,6.7,USE,,,0.29,USE - flag issue minor,27,USE - flag issue minor,,
7/28/2016,4693,41.63713648,-73.03024,9/12/2011,NWCA11-1179,NWCA_PROBABILITY,CT,NAP,1,CHEM,97.28,"USE - only lab, no issues",0.013,USE,0.075,USE - no issues,6.45,USE,,,0.285,USE - no issues,12,USE - no issues,,
7/28/2016,4694,29.17279867,-81.98778327,10/17/2011,NWCA11-3063,NWCA_PROBABILITY,FL,CPL,1,CHEM,184.7,"USE - field & lab, no issues",0.038,USE,0.011,USE - account for <DL/LRL,6.41,USE,,,1.71,USE - no issues,205,USE - no issues,183,5.56
7/28/2016,4697,44.39763,-115.61989,7/25/2011,NWCA11-1489,NWCA_PROBABILITY,ID,WMT,1,CHEM,44.62,"USE - only lab, flag issue minor",0.004,USE,0.011,USE - account for <DL/LRL,7.41,USE,,,0.043,USE - flag issue minor,30,USE - flag issue minor,,
7/28/2016,4699,43.55287577,-114.0533698,8/29/2011,NWCA11-3309,NWCA_PROBABILITY,ID,WMT,1,CHEM,422.3,"USE - only lab, flag issue minor",0.011,USE,0.014,USE - account for <DL/LRL,8.1,USE,,,0.323,USE - flag issue minor,38,USE - flag issue minor,,
7/28/2016,4702,44.73603,-115.44599,8/22/2011,NWCA11-1514,NWCA_PROBABILITY,ID,WMT,1,CHEM,48.62,"USE - only lab, flag issue minor",0.003,USE,0.022,USE - flag issue minor,7.25,USE,,,0.078,USE - flag issue minor,18,USE - flag issue minor,,
7/28/2016,4703,44.72392,-115.43436,8/23/2011,NWCA11-1504,NWCA_PROBABILITY,ID,WMT,1,CHEM,77.57,"USE - only lab, flag issue minor",0.003,USE,0.139,USE - flag issue minor,7.43,USE,,,0.295,USE - flag issue minor,27,USE - flag issue minor,,
7/28/2016,4704,44.39763,-115.61983,8/25/2011,NWCA11-1489,NWCA_REVISITS,ID,WMT,2,CHEM,44.35,"USE - only lab, no issues",0.004,USE,0.021,USE - no issues,7.24,USE,,,0.073,USE - no issues,32,USE - no issues,,
7/28/2016,4705,44.39919,-115.61912,7/26/2011,NWCA11-3303,NWCA_PROBABILITY,ID,WMT,1,CHEM,110.5,"USE - only lab, no issues",0.015,USE,0.006,USE - account for <DL/LRL,7.41,USE,,,0.213,USE - no issues,51,USE - no issues,,
7/28/2016,4706,44.88506,-116.12285,7/17/2011,NWCA11-3312,NWCA_PROBABILITY,ID,WMT,1,CHEM,312,"USE - only lab, no issues",0.03,USE,0.007,USE - account for <DL/LRL,6.47,USE,,,0.693,USE - no issues,336,USE - no issues,,
7/28/2016,4707,44.87389,-116.13759,7/7/2011,NWCA11-3300,NWCA_PROBABILITY,ID,WMT,1,CHEM,83.58,"USE - only lab, no issues",0.025,USE,0.023,USE - no issues,6.6,USE,,,1.908,USE - no issues,340,USE - no issues,,
7/28/2016,4714,46.4684,-115.57914,8/9/2011,NWCA11-3297,NWCA_PROBABILITY,ID,WMT,1,CHEM,15.98,"USE - only lab, flag issue minor",0.004,USE,0.109,USE - flag issue minor,6.74,USE,,,0.223,USE - flag issue minor,29,USE - flag issue minor,,
7/28/2016,4719,40.983662,-87.510193,9/20/2011,NWCA11-1552,NWCA_PROBABILITY,IN,TPL,1,CHEM,89.84,"USE - only lab, no issues",0.135,USE,0.014,USE - account for <DL/LRL,6.53,USE,,,4.906,USE - flag issue minor,1160,USE - no issues,,
7/28/2016,4726,43.69441,-116.60544,6/29/2011,NWCA11-ID-0012,NWCA_NOT_PROBABILITY,ID,XER,1,CHEM,241,"USE - only lab, no issues",1.002,USE,0.016,USE - account for <DL/LRL,6.89,USE,,,1.64,USE - no issues,1065,USE - no issues,,
7/28/2016,4739,28.28716,-96.5732,9/4/2011,NWCA11-R080,NWCA_NOT_PROBABILITY,TX,CPL,1,CHEM,53720,"USE - only lab, flag issue minor",0,USE,0.011,USE - flag issue minor,8.29,USE,,,0.51,USE - flag issue minor,97,USE - flag issue minor,,
7/28/2016,4742,34.6313,-90.61653,8/21/2011,NWCA11-R036,NWCA_NOT_PROBABILITY,AR,CPL,1,CHEM,349.4,"USE - only lab, flag issue minor",0.041,USE,0.009,USE - account for <DL/LRL,7.53,USE,,,1.358,USE - flag issue minor,288,USE - flag issue minor,,
7/28/2016,4749,34.22345569,-95.12483563,7/20/2011,NWCA11-2321,NWCA_PROBABILITY,OK,SAP,1,CHEM,87.1,"USE - only lab, no issues",0.013,USE,0.008,USE - account for <DL/LRL,7.1,USE,,,1.31,USE - no issues,129,USE - no issues,,
7/28/2016,4753,40.467263,-98.634759,8/4/2011,NWCA11-2139,NWCA_REVISITS,NE,SPL,2,CHEM,344.7,"USE - field & lab, no issues",0.019,USE,0.007,USE - account for <DL/LRL,7.05,USE,,,1.793,USE - no issues,1203,USE - no issues,339,6.99
7/28/2016,4754,29.708784,-92.276143,9/10/2011,NWCA11-1709,NWCA_PROBABILITY,LA,CPL,1,CHEM,13660,"USE - only lab, flag issue minor",0.006,USE,0.052,USE - flag issue minor,7.79,USE,,,1.833,USE - flag issue minor,398,USE - flag issue minor,,
7/28/2016,4756,29.8741344,-89.38586531,9/24/2011,NWCA11-1707,NWCA_PROBABILITY,LA,CPL,1,CHEM,27060,"USE - only lab, flag issue minor",0.001,USE,0.004,USE - flag issue minor,8.05,USE,,,0.863,USE - flag issue minor,104,USE - flag issue minor,,
7/28/2016,4757,29.58902313,-92.04680168,9/10/2011,NWCA11-1658,NWCA_PROBABILITY,LA,CPL,1,CHEM,23510,"USE - only lab, flag issue minor",0.014,USE,0.239,USE - flag issue minor,8.18,USE,,,0.84,USE - flag issue minor,174,USE - flag issue minor,,
7/28/2016,4762,40.85989569,-97.39512119,8/3/2011,NWCA11-2140,NWCA_REVISITS,NE,SPL,2,CHEM,124.8,"USE - field & lab, no issues",0.027,USE,0.007,USE - account for <DL/LRL,7.42,USE,,,2.235,USE - no issues,978,USE - no issues,117,7.62
7/28/2016,4763,42.679692,-100.312611,7/18/2011,NWCA11-2142,NWCA_PROBABILITY,NE,SPL,1,CHEM,662,"USE - field & lab, no issues",0.085,USE,0.011,USE - account for <DL/LRL,7.59,USE,,,3.253,USE - no issues,233,USE - no issues,652,7.24
7/28/2016,4764,42.270326,-100.48716,7/17/2011,NWCA11-2146,NWCA_PROBABILITY,NE,SPL,1,CHEM,172.8,"USE - only lab, flag issue minor",0.048,USE,0.01,USE - account for <DL/LRL,7.05,USE,,,2.898,USE - flag issue minor,479,USE - flag issue minor,,
7/28/2016,4767,41.833424,-101.577151,7/16/2011,NWCA11-2153,NWCA_PROBABILITY,NE,SPL,1,CHEM,1143,"USE - field & lab, flag issue minor",0.058,USE,0.009,USE - account for <DL/LRL,8.66,USE,,,8.256,USE - flag issue minor,4638,USE - flag issue minor,1181,8.76
7/28/2016,4768,41.44689153,-102.5164691,7/13/2011,NWCA11-2154,NWCA_PROBABILITY,NE,SPL,1,CHEM,594.5,"USE - only lab, no issues",0.021,USE,0.67,USE - no issues,8.17,USE,,,1.465,USE - no issues,227,USE - no issues,,8.09
