PUBLICATION_DATE,UID,lat,lon,DATE_COL,SITE_ID,SITE_USE,STATE,REGION,VISIT_NO,SAMPLE_TYPE,COND,COND_USEABILITY,NH3,NH3_USEABILITY,NO3NO2,NO3NO2_USEABILITY,PH,PH_USEABILITY,TKN,TKN_USEABILITY,TN,TN_USEABILITY,TP,TP_USEABILITY,CONDUCTIVITY_FIELD,PH_FIELD
7/28/2016,2672,28.2749,-80.726257,5/13/2011,NWCA11-1299,NWCA_PROBABILITY,FL,CPL,1,CHEM,1526,"USE - field & lab, flag issue minor",0.025,USE,0.024,USE - flag issue minor,8.14,USE,,,1.223,USE - flag issue minor,29,USE - flag issue minor,1650,8.19
7/28/2016,2750,32.39981,-80.65882,4/13/2011,NWCA11-2418,NWCA_PROBABILITY,SC,CPL,1,CHEM,45140,"USE - only lab, no issues",0,USE,0.001,USE - account for <DL/LRL,7.73,USE,,,0.448,USE - no issues,118,USE - no issues,,
7/28/2016,2752,34.18050366,-79.54721339,5/11/2011,NWCA11-2432,NWCA_PROBABILITY,SC,CPL,1,CHEM,70.21,"USE - only lab, no issues",0.156,USE,0.02,USE - account for <DL/LRL,6.72,USE,,,1.468,USE - no issues,232,USE - no issues,,
7/28/2016,3265,30.89779,-87.91708,5/10/2011,NWCA11-1011,NWCA_PROBABILITY,AL,CPL,1,CHEM,233.6,"USE - only lab, no issues",0.009,USE,0.01,USE - account for <DL/LRL,7.28,USE,,,0.663,USE - no issues,96,USE - no issues,,
7/28/2016,3314,37.51965,-122.21677,5/12/2011,NWCA11-1105,NWCA_PROBABILITY,CA,XER,1,CHEM,28570,"USE - only lab, no issues",0.044,USE,0.138,USE - no issues,7.89,USE,,,0.585,USE - no issues,219,USE - no issues,,
7/28/2016,3315,32.26787523,-81.12259198,4/25/2011,NWCA11-2402,NWCA_REVISITS,SC,CPL,2,CHEM,95.31,"USE - only lab, no issues",0.056,USE,0.007,USE - account for <DL/LRL,6.48,USE,,,1.87,USE - no issues,464,USE - no issues,,
7/28/2016,3316,33.94470375,-82.31824702,4/27/2011,NWCA11-2401,NWCA_REVISITS,SC,SAP,2,CHEM,61.58,"USE - only lab, no issues",0.068,USE,0.008,USE - account for <DL/LRL,6.4,USE,,,1.939,USE - no issues,208,USE - no issues,,
7/28/2016,3317,36.72174545,-75.94713541,6/13/2011,NWCA11-2639,NWCA_PROBABILITY,VA,CPL,1,CHEM,2757,"USE - only lab, no issues",0.03,USE,0.034,USE - no issues,6.67,USE,,,1.286,USE - no issues,47,USE - no issues,,
7/28/2016,3339,37.38481586,-76.25894979,6/9/2011,NWCA11-2637,NWCA_PROBABILITY,VA,CPL,1,CHEM,30940,"USE - only lab, no issues",0.03,USE,0.004,USE - no issues,8.23,USE,,,2.769,USE - no issues,328,USE - no issues,,
7/28/2016,3360,36.086082,-77.658468,5/9/2011,NWCA11-2055,NWCA_PROBABILITY,NC,CPL,1,CHEM,276,"USE - field & lab, no issues",0.085,USE,0.042,USE - no issues,6.46,USE,,,0.859,USE - no issues,46,USE - no issues,343.3,6.26
7/28/2016,3362,36.4237928,-77.41947906,5/10/2011,NWCA11-2027,NWCA_PROBABILITY,NC,CPL,1,CHEM,66.99,"USE - field & lab, no issues",0.019,USE,0.008,USE - account for <DL/LRL,6.44,USE,,,1.388,USE - no issues,73,USE - no issues,65.3,5.24
7/28/2016,3366,32.26787523,-81.12259198,4/6/2011,NWCA11-2402,NWCA_PROBABILITY,SC,CPL,1,CHEM,85.99,"USE - only lab, no issues",0.029,USE,0.005,USE - account for <DL/LRL,6.53,USE,,,1.988,USE - no issues,445,USE - no issues,,
7/28/2016,3401,34.804609,-76.453232,5/23/2011,NWCA11-2066,NWCA_PROBABILITY,NC,CPL,1,CHEM,51290,"USE - field & lab, no issues",0.012,USE,0,USE - account for <DL/LRL,8.26,USE,,,0.39,USE - no issues,36,USE - no issues,40720.9,8.05
7/28/2016,3404,32.81767,-79.72677,5/3/2011,NWCA11-2404,NWCA_PROBABILITY,SC,CPL,1,CHEM,47690,"USE - only lab, no issues",0.13,USE,0.055,USE - no issues,7.78,USE,,,1.026,USE - no issues,850,USE - no issues,,
7/28/2016,3406,39.04199,-79.60713,6/2/2011,NWCA11-2777,NWCA_PROBABILITY,WV,SAP,1,CHEM,72.19,"USE - field & lab, flag issue minor",0.01,USE,0.072,USE - flag issue minor,7.69,USE,,,0.254,USE - flag issue minor,10,USE - flag issue minor,76,7.05
7/28/2016,3411,37.34426,-76.55387,6/7/2011,NWCA11-2647,NWCA_PROBABILITY,VA,CPL,1,CHEM,13730,"USE - only lab, no issues",0.032,USE,0.002,USE - account for <DL/LRL,7.55,USE,,,0.825,USE - no issues,307,USE - no issues,,
7/28/2016,3434,46.11761,-98.87656,6/16/2011,NWCA11-ND-5052,NWCA_PROBABILITY,ND,NPL,1,CHEM,,"USE - only field, no issues",0,USE,0,USE - account for <DL/LRL,8.21,USE,2.23,USE - flag issue minor,2.26,USE - flag issue minor,129,USE - flag issue minor,1402,8.21
7/28/2016,3436,37.32785,-76.28042,6/2/2011,NWCA11-2634,NWCA_PROBABILITY,VA,CPL,1,CHEM,29060,"USE - only lab, no issues",0.1,USE,0.005,USE - no issues,7.48,USE,,,1.363,USE - no issues,152,USE - no issues,,
7/28/2016,3437,37.33234,-76.28352,7/19/2011,NWCA11-2651,NWCA_PROBABILITY,VA,CPL,1,CHEM,24470,"USE - only lab, no issues",0.012,USE,0.001,USE - account for <DL/LRL,7.95,USE,,,0.94,USE - no issues,125,USE - no issues,,
7/28/2016,3438,37.55036,-75.70007,6/30/2011,NWCA11-2652,NWCA_PROBABILITY,VA,CPL,1,CHEM,40480,"USE - only lab, no issues",0.019,USE,0.003,USE - account for <DL/LRL,7.7,USE,,,0.405,USE - no issues,95,USE - no issues,,
7/28/2016,3451,44.30423,-68.2136,8/1/2011,NWCA11-R305,NWCA_NOT_PROBABILITY,ME,NAP,1,CHEM,98.27,"USE - only lab, no issues",0.032,USE,0.016,USE - account for <DL/LRL,6.49,USE,,,0.353,USE - no issues,25,USE - no issues,,
7/28/2016,3454,40.9991539,-82.01442268,6/29/2011,NWCA11-OH-3020,NWCA_PROBABILITY,OH,NAP,1,CHEM,404.4,"USE - only lab, no issues",0.335,USE,0.011,USE - account for <DL/LRL,6.9,USE,,,1.519,USE - no issues,1448,USE - no issues,,
7/28/2016,3456,47.19957,-98.7878,7/6/2011,NWCA11-ND-5001,NWCA_PROBABILITY,ND,TPL,1,CHEM,173.8,"USE - field & lab, no issues",0.065,USE,0.006,USE - account for <DL/LRL,7,USE,,,1.685,USE - no issues,591,USE - no issues,172,6.92
7/28/2016,3457,47.19957,-98.7878,7/21/2011,NWCA11-ND-5001,NWCA_REVISITS,ND,TPL,2,CHEM,135.4,"USE - field & lab, flag issue minor",0.056,USE,0.007,USE - account for <DL/LRL,6.7,USE,,,1.968,USE - flag issue minor,897,USE - flag issue minor,137,6.66
7/28/2016,3468,34.23351,-91.96092,6/2/2011,NWCA11-1054,NWCA_PROBABILITY,AR,CPL,1,CHEM,,REJECT - no usable value,0.0279,USE,0,USE - account for <DL/LRL,,REJECT,,REJECT - no usable value,1.21,REJECT - analyte not TN,355,REJECT - analyte not TP,,
7/28/2016,3469,30.27089,-87.74002,7/6/2011,NWCA11-1021,NWCA_PROBABILITY,AL,CPL,1,CHEM,28540,"USE - only lab, no issues",0.045,USE,0.007,USE - no issues,7.25,USE,,,0.871,USE - no issues,205,USE - no issues,,
7/28/2016,3471,30.26917008,-87.74910327,6/22/2011,NWCA11-1017,NWCA_PROBABILITY,AL,CPL,1,CHEM,24280,"USE - only lab, no issues",0.944,USE,0.004,USE - no issues,6.8,USE,,,2.806,USE - flag issue minor,208,USE - no issues,,
7/28/2016,3483,44.54002,-67.62811,7/20/2011,NWCA11-1823,NWCA_PROBABILITY,ME,NAP,1,CHEM,44570,"USE - only lab, no issues",0,USE,0.003,USE - account for <DL/LRL,7.98,USE,,,0.258,USE - no issues,44,USE - no issues,,
7/28/2016,3484,45.97857,-70.14911,7/13/2011,NWCA11-1821,NWCA_PROBABILITY,ME,NAP,1,CHEM,16.56,"USE - only lab, flag issue minor",0.011,USE,0.008,USE - account for <DL/LRL,5.88,USE,,,0.64,USE - flag issue minor,16,USE - flag issue minor,,
7/28/2016,3486,46.17506001,-69.86529855,7/14/2011,NWCA11-1837,NWCA_PROBABILITY,ME,NAP,1,CHEM,47.65,"USE - only lab, no issues",0.011,USE,0.014,USE - account for <DL/LRL,6.84,USE,,,1.025,USE - no issues,77,USE - no issues,,
7/28/2016,3487,36.97559,-104.47836,7/12/2011,NWCA11-2225,NWCA_PROBABILITY,NM,WMT,1,CHEM,1465,"USE - only lab, no issues",0.026,USE,0.038,USE - no issues,9.14,USE,,,0.785,USE - no issues,28,USE - no issues,,
7/28/2016,3488,36.97555,-104.47832,8/1/2011,NWCA11-2225,NWCA_REVISITS,NM,WMT,2,CHEM,1543,"USE - only lab, no issues",0.02,USE,0.007,USE - account for <DL/LRL,9.88,USE,,,0.745,USE - no issues,31,USE - no issues,,
7/28/2016,3497,42.97109452,-110.0829822,7/6/2011,NWCA11-2785,NWCA_PROBABILITY,WY,XER,1,CHEM,336.6,"USE - only lab, no issues",0.004,USE,0.005,USE - account for <DL/LRL,8.06,USE,,,0.193,USE - no issues,36,USE - no issues,,
7/28/2016,3501,42.97109452,-110.0829822,7/25/2011,NWCA11-2785,NWCA_REVISITS,WY,XER,2,CHEM,385.7,"USE - only lab, flag issue minor",0.005,USE,0.005,USE - account for <DL/LRL,8.01,USE,,,0.133,USE - flag issue minor,20,USE - flag issue minor,,
7/28/2016,3504,42.97682,-110.07668,7/7/2011,NWCA11-2799,NWCA_PROBABILITY,WY,XER,1,CHEM,144.5,"USE - only lab, no issues",0.008,USE,0.006,USE - account for <DL/LRL,7.58,USE,,,0.285,USE - no issues,51,USE - no issues,,
7/28/2016,3505,43.2126,-109.99705,7/25/2011,NWCA11-2800,NWCA_PROBABILITY,WY,XER,1,CHEM,234.4,"USE - only lab, flag issue minor",0.003,USE,0.038,USE - flag issue minor,8.36,USE,,,0.148,USE - flag issue minor,17,USE - flag issue minor,,
7/28/2016,3529,39.26401,-106.25387,8/3/2011,NWCA11-1162,NWCA_PROBABILITY,CO,WMT,1,CHEM,36.8,"USE - only lab, no issues",0,USE,0.009,USE - account for <DL/LRL,7.13,USE,,,0.258,USE - no issues,69,USE - no issues,,
7/28/2016,3530,39.26821,-106.22832,8/6/2011,NWCA11-1174,NWCA_PROBABILITY,CO,WMT,1,CHEM,38.78,"USE - only lab, flag issue minor",0.004,USE,0.037,USE - flag issue minor,7.22,USE,,,0.188,USE - flag issue minor,18,USE - flag issue minor,,
7/28/2016,3531,45.97856,-70.14913,8/2/2011,NWCA11-1821,NWCA_REVISITS,ME,NAP,2,CHEM,36,"USE - only lab, no issues",0.017,USE,0.009,USE - account for <DL/LRL,5.69,USE,,,0.85,USE - no issues,21,USE - no issues,,
7/28/2016,3532,44.6916,-69.29369,7/26/2011,NWCA11-1824,NWCA_PROBABILITY,ME,NAP,1,CHEM,53.54,"USE - only lab, no issues",0.053,USE,0.012,USE - account for <DL/LRL,6.99,USE,,,0.98,USE - no issues,66,USE - no issues,,
7/28/2016,3544,39.25693,-106.25748,8/3/2011,NWCA11-2974,NWCA_PROBABILITY,CO,WMT,1,CHEM,179.8,"USE - only lab, no issues",0.005,USE,0.046,USE - no issues,7.98,USE,,,0.138,USE - no issues,7,USE - no issues,,
7/28/2016,3545,41.465721,-83.035121,7/13/2011,NWCA11-OH-3006,NWCA_PROBABILITY,OH,TPL,1,CHEM,349.2,"USE - only lab, no issues",0.053,USE,0.007,USE - account for <DL/LRL,7.38,USE,,,2.785,USE - no issues,403,USE - no issues,,
7/28/2016,3548,44.42987,-68.01253,7/21/2011,NWCA11-1836,NWCA_PROBABILITY,ME,NAP,1,CHEM,45690,"USE - only lab, no issues",0,USE,0.003,USE - account for <DL/LRL,8.2,USE,,,2.6,USE - no issues,188,USE - no issues,,
7/28/2016,3569,38.61739,-75.08488,8/2/2011,NWCA11-1203,NWCA_PROBABILITY,DE,CPL,1,CHEM,44830,"USE - only lab, no issues",0.08,USE,0.006,USE - no issues,6.91,USE,,,0.611,USE - no issues,113,USE - no issues,,
7/28/2016,3570,28.69519237,-96.57011516,7/25/2011,NWCA11-2599,NWCA_PROBABILITY,TX,CPL,1,CHEM,51110,"USE - field & lab, no issues",0.026,USE,0.004,USE - no issues,7.7,USE,,,0.969,USE - no issues,55,USE - no issues,54270,7.29
7/28/2016,3575,39.39730169,-75.54718022,7/28/2011,NWCA11-1222,NWCA_PROBABILITY,DE,CPL,1,CHEM,13670,"USE - only lab, no issues",0.011,USE,0.098,USE - no issues,7.56,USE,,,1.131,USE - no issues,247,USE - no issues,,
7/28/2016,3576,38.45193,-75.09835,7/26/2011,NWCA11-1210,NWCA_PROBABILITY,DE,CPL,1,CHEM,37300,"USE - only lab, no issues",0,USE,0.003,USE - account for <DL/LRL,7.06,USE,,,1.588,USE - no issues,118,USE - no issues,,
7/28/2016,3624,30.36646,-88.46347,8/16/2011,NWCA11-R127,NWCA_NOT_PROBABILITY,MS,CPL,1,CHEM,38140,"USE - field & lab, no issues",0,USE,0.006,USE - no issues,7.88,USE,,,1.61,USE - no issues,222,USE - no issues,37780,7.26
7/28/2016,3627,44.04894,-68.61601,8/8/2011,NWCA11-R307,NWCA_NOT_PROBABILITY,ME,NAP,1,CHEM,80.25,"USE - only lab, no issues",0.007,USE,0.022,USE - no issues,4.58,USE,,,0.338,USE - no issues,2,USE - account for <DL/LDL,,
7/28/2016,3629,44.2783,-68.36975,8/11/2011,NWCA11-R308,NWCA_NOT_PROBABILITY,ME,NAP,1,CHEM,42.56,"USE - only lab, no issues",0.031,USE,0.01,USE - account for <DL/LRL,5.41,USE,,,0.543,USE - no issues,26,USE - no issues,,
7/28/2016,3630,47.6022,-100.40842,7/7/2011,NWCA11-ND-5003,NWCA_PROBABILITY,ND,NPL,1,CHEM,1811,"USE - only lab, no issues",0.028,USE,0,USE - account for <DL/LRL,7.59,USE,,,2.423,USE - no issues,402,USE - no issues,,
7/28/2016,3631,47.6022,-100.40842,7/21/2011,NWCA11-ND-5003,NWCA_REVISITS,ND,NPL,2,CHEM,1910,"USE - field & lab, flag issue minor",0.122,USE,0,USE - account for <DL/LRL,7.57,USE,,,3.1,USE - flag issue minor,768,USE - flag issue minor,1952,7.15
7/28/2016,3637,48.85367,-101.73421,7/20/2011,NWCA11-ND-5008,NWCA_PROBABILITY,ND,TPL,1,CHEM,472.8,"USE - field & lab, no issues",0.041,USE,0.008,USE - account for <DL/LRL,8.03,USE,,,2.258,USE - no issues,2260,USE - no issues,798,7.73
7/28/2016,3638,46.35438,-97.46803,7/5/2011,NWCA11-ND-5010,NWCA_PROBABILITY,ND,TPL,1,CHEM,708.3,"USE - field & lab, no issues",0.035,USE,0.012,USE - account for <DL/LRL,7.85,USE,,,1.366,USE - no issues,393,USE - no issues,753,7.47
7/28/2016,3639,47.1843,-100.40103,7/7/2011,NWCA11-ND-5011,NWCA_PROBABILITY,ND,NPL,1,CHEM,1927,"USE - field & lab, flag issue minor",0.041,USE,0,USE - account for <DL/LRL,8.55,USE,,,2.173,USE - flag issue minor,569,USE - flag issue minor,1974,8.44
7/28/2016,3640,48.7697,-102.64413,7/19/2011,NWCA11-ND-5012,NWCA_PROBABILITY,ND,NPL,1,CHEM,1460,"USE - field & lab, no issues",0.027,USE,0,USE - account for <DL/LRL,8.18,USE,,,2,USE - no issues,50,USE - no issues,1536,7.84
7/28/2016,3641,48.3898,-99.72992,7/12/2011,NWCA11-ND-5013,NWCA_PROBABILITY,ND,TPL,1,CHEM,2062,"USE - field & lab, no issues",0.139,USE,0,USE - account for <DL/LRL,8.39,USE,,,2.64,USE - no issues,328,USE - no issues,2132,8.42
7/28/2016,3643,47.82536138,-98.17375965,7/11/2011,NWCA11-ND-5006,NWCA_PROBABILITY,ND,TPL,1,CHEM,2511,"USE - field & lab, no issues",0.054,USE,0,USE - account for <DL/LRL,8.09,USE,,,2.015,USE - no issues,348,USE - no issues,2657,7.71
7/28/2016,3655,29.08072265,-90.52187456,7/24/2011,NWCA11-1638,NWCA_PROBABILITY,LA,CPL,1,CHEM,34590,"USE - only lab, no issues",0.012,USE,0.002,USE - account for <DL/LRL,8.18,USE,,,0.629,USE - no issues,92,USE - no issues,,
7/28/2016,3656,29.45236832,-91.20148504,8/4/2011,NWCA11-1646,NWCA_PROBABILITY,LA,CPL,1,CHEM,452.9,"USE - only lab, no issues",0.012,USE,0.567,USE - no issues,7.62,USE,,,1.173,USE - no issues,145,USE - no issues,,
7/28/2016,3657,29.56735,-89.71518,6/12/2011,NWCA11-1661,NWCA_PROBABILITY,LA,CPL,1,CHEM,2261,"USE - only lab, no issues",0.019,USE,0,USE - account for <DL/LRL,8.08,USE,,,1.011,USE - no issues,349,USE - no issues,,
7/28/2016,3659,29.0852585,-90.52969067,7/23/2011,NWCA11-1677,NWCA_PROBABILITY,LA,CPL,1,CHEM,33980,"USE - only lab, flag issue minor",0.005,USE,0.002,USE - account for <DL/LRL,8.32,USE,,,0.71,USE - flag issue minor,90,USE - flag issue minor,,
7/28/2016,3660,29.07400902,-90.51074903,7/22/2011,NWCA11-1685,NWCA_PROBABILITY,LA,CPL,1,CHEM,28990,"USE - only lab, flag issue minor",0.026,USE,0.002,USE - account for <DL/LRL,7.88,USE,,,0.858,USE - flag issue minor,23,USE - flag issue minor,,
7/28/2016,3661,29.2731563,-91.03690266,8/2/2011,NWCA11-1697,NWCA_PROBABILITY,LA,CPL,1,CHEM,1818,"USE - only lab, no issues",0.023,USE,0.008,USE - account for <DL/LRL,7.91,USE,,,1.078,USE - no issues,168,USE - no issues,,
7/28/2016,3666,39.38175356,-75.54017703,8/18/2011,NWCA11-1197,NWCA_REVISITS,DE,CPL,2,CHEM,11600,"USE - only lab, no issues",1.245,USE,0.022,USE - no issues,7.45,USE,,,3.144,USE - no issues,923,USE - no issues,,
7/28/2016,3667,39.41976771,-75.55500138,8/16/2011,NWCA11-1226,NWCA_PROBABILITY,DE,CPL,1,CHEM,7575,"USE - only lab, no issues",0.137,USE,0.239,USE - no issues,7.17,USE,,,1.093,USE - no issues,226,USE - no issues,,
7/28/2016,3669,45.82673,-111.20985,8/11/2011,NWCA11-2011,NWCA_REVISITS,MT,WMT,2,CHEM,316.5,"USE - field & lab, flag issue minor",0.02,USE,0,USE - account for <DL/LRL,9.27,USE,,,1.643,USE - flag issue minor,86,USE - flag issue minor,323.4,9.2
7/28/2016,3670,45.45308,-113.70805,8/13/2011,NWCA11-2012,NWCA_PROBABILITY,MT,WMT,1,CHEM,17.86,"USE - field & lab, flag issue minor",0.006,USE,0.012,USE - account for <DL/LRL,6.79,USE,,,0.295,USE - flag issue minor,17,USE - flag issue minor,14.3,6.4
7/28/2016,3671,46.16142,-114.51113,8/14/2011,NWCA11-2016,NWCA_PROBABILITY,MT,WMT,1,CHEM,10.63,"USE - field & lab, no issues",0.003,USE,0.006,USE - account for <DL/LRL,6.74,USE,,,0.07,USE - no issues,8,USE - no issues,13.1,7.4
7/28/2016,3672,45.06174,-113.28105,8/15/2011,NWCA11-3816,NWCA_PROBABILITY,MT,WMT,1,CHEM,48.44,"USE - only lab, no issues",0.028,USE,0.014,USE - account for <DL/LRL,7.66,USE,,,0.373,USE - no issues,91,USE - no issues,,
7/28/2016,3676,33.60622,-80.99823,8/17/2011,NWCA11-2437,NWCA_PROBABILITY,SC,CPL,1,CHEM,34.95,"USE - only lab, no issues",0.007,USE,0.007,USE - account for <DL/LRL,6.38,USE,,,0.5,USE - no issues,35,USE - no issues,,
7/28/2016,3682,32.54716723,-80.55082423,7/18/2011,NWCA11-2454,NWCA_PROBABILITY,SC,CPL,1,CHEM,43600,"USE - only lab, flag issue minor",0.025,USE,0.127,USE - flag issue minor,7.61,USE,,,0.774,USE - flag issue minor,176,USE - flag issue minor,,
7/28/2016,3683,32.46057687,-80.62834507,8/22/2011,NWCA11-2458,NWCA_PROBABILITY,SC,CPL,1,CHEM,45720,"USE - only lab, no issues",0,USE,0.008,USE - no issues,7.61,USE,,,0.84,USE - no issues,180,USE - no issues,,
7/28/2016,3712,36.97841,-104.47997,7/13/2011,NWCA11-2229,NWCA_PROBABILITY,NM,WMT,1,CHEM,1168,"USE - only lab, no issues",0.825,USE,0.023,USE - no issues,7.37,USE,,,2.578,USE - no issues,184,USE - no issues,,
7/28/2016,3714,33.36562,-93.33703,6/7/2011,NWCA11-1051,NWCA_PROBABILITY,AR,CPL,1,CHEM,,REJECT - no usable value,0.102,USE,0,USE - account for <DL/LRL,,REJECT,,REJECT - no usable value,1.19,REJECT - analyte not TN,59.5,REJECT - analyte not TP,,
7/28/2016,3730,26.31844263,-80.39845136,8/9/2011,NWCA11-1356,NWCA_PROBABILITY,FL,CPL,1,CHEM,572.4,"USE - field & lab, no issues",0.018,USE,0.007,USE - account for <DL/LRL,7.45,USE,,,1.278,USE - no issues,22,USE - no issues,511,6.91
7/28/2016,3732,29.95184,-81.319,8/18/2011,NWCA11-1326,NWCA_PROBABILITY,FL,CPL,1,CHEM,51170,"USE - field & lab, no issues",0,USE,0.011,USE - no issues,7.85,USE,,,0.57,USE - no issues,98,USE - no issues,55569,7.76
7/28/2016,3734,25.90924351,-80.65094744,8/10/2011,NWCA11-1243,NWCA_PROBABILITY,FL,CPL,1,CHEM,342,"USE - field & lab, no issues",0.03,USE,0.01,USE - account for <DL/LRL,7.65,USE,,,1.75,USE - no issues,24,USE - no issues,114,7.27
7/28/2016,3735,26.36862342,-80.47787497,8/9/2011,NWCA11-3042,NWCA_PROBABILITY,FL,CPL,1,CHEM,572.3,"USE - field & lab, no issues",0.023,USE,0.02,USE - account for <DL/LRL,7.77,USE,,,1.373,USE - no issues,19,USE - no issues,503,7.17
7/28/2016,3741,38.46093887,-75.06873668,8/9/2011,NWCA11-1218,NWCA_PROBABILITY,DE,CPL,1,CHEM,42630,"USE - only lab, no issues",0.032,USE,0.009,USE - no issues,7.63,USE,,,1.118,USE - no issues,50,USE - no issues,,
7/28/2016,3742,39.83432108,-82.72935038,7/20/2011,NWCA11-OH-3005,NWCA_PROBABILITY,OH,TPL,1,CHEM,229.8,"USE - only lab, flag issue minor",0.231,USE,0.006,USE - account for <DL/LRL,7.04,USE,,,1.96,USE - flag issue minor,373,USE - flag issue minor,,
7/28/2016,3751,39.59278612,-75.57681094,9/1/2011,NWCA11-1213,NWCA_PROBABILITY,DE,CPL,1,CHEM,444.5,"USE - only lab, no issues",0.085,USE,0.64,USE - no issues,7.32,USE,,,1.605,USE - no issues,267,USE - no issues,,
7/28/2016,3752,39.62231,-75.76266,8/30/2011,NWCA11-1225,NWCA_PROBABILITY,DE,CPL,1,CHEM,32.47,"USE - only lab, no issues",0.02,USE,0.01,USE - account for <DL/LRL,4.92,USE,,,1.568,USE - no issues,127,USE - no issues,,
7/28/2016,3801,44.91928,-124.00565,8/9/2011,NWCA11-4147,NWCA_PROBABILITY,OR,WMT,1,CHEM,129.9,"USE - only lab, flag issue minor",0.007,USE,0.006,USE - account for <DL/LRL,6.66,USE,,,0.543,USE - flag issue minor,114,USE - flag issue minor,,
7/28/2016,3802,43.71657,-123.521,7/21/2011,NWCA11-4145,NWCA_PROBABILITY,OR,WMT,1,CHEM,67.41,"USE - only lab, flag issue minor",0.007,USE,0.602,USE - flag issue minor,7.03,USE,,,0.708,USE - flag issue minor,45,USE - flag issue minor,,
7/28/2016,3803,43.3485,-124.26585,6/22/2011,NWCA11-4141,NWCA_PROBABILITY,OR,WMT,1,CHEM,64.65,"USE - only lab, no issues",0.009,USE,0.009,USE - account for <DL/LRL,6.56,USE,,,0.428,USE - no issues,42,USE - no issues,,
7/28/2016,3804,42.75404,-124.0258,6/20/2011,NWCA11-4138,NWCA_PROBABILITY,OR,WMT,1,CHEM,40.37,"USE - only lab, flag issue minor",0.035,USE,0.02,USE - account for <DL/LRL,6.49,USE,,,0.209,USE - flag issue minor,42,USE - flag issue minor,,
7/28/2016,3805,42.52978,-120.7468,7/19/2011,NWCA11-2359,NWCA_PROBABILITY,OR,WMT,1,CHEM,45.24,"USE - only lab, no issues",0.002,USE,0.008,USE - account for <DL/LRL,7.63,USE,,,0.42,USE - no issues,209,USE - no issues,,
7/28/2016,3807,44.91772,-124.00729,8/11/2011,NWCA11-2358,NWCA_PROBABILITY,OR,WMT,1,CHEM,171.2,"USE - only lab, no issues",0.104,USE,0.024,USE - no issues,6.94,USE,,,1.698,USE - no issues,582,USE - no issues,,
7/28/2016,3808,44.93234,-124.0097,7/12/2011,NWCA11-2355,NWCA_REVISITS,OR,WMT,2,CHEM,1807,"USE - only lab, no issues",0.018,USE,0.309,USE - no issues,7.43,USE,,,0.535,USE - no issues,72,USE - no issues,,
7/28/2016,3809,44.93232,-124.00972,6/7/2011,NWCA11-2355,NWCA_PROBABILITY,OR,WMT,1,CHEM,2016,"USE - only lab, flag issue minor",0.034,USE,0.32,USE - flag issue minor,7.47,USE,,,0.546,USE - flag issue minor,104,USE - flag issue minor,,
7/28/2016,3810,45.0669,-123.83849,6/9/2011,NWCA11-2350,NWCA_PROBABILITY,OR,WMT,1,CHEM,48.72,"USE - only lab, no issues",0.008,USE,0.145,USE - no issues,7.18,USE,,,0.275,USE - no issues,41,USE - no issues,,
7/28/2016,3811,44.91844,-124.00565,8/10/2011,NWCA11-2343,NWCA_PROBABILITY,OR,WMT,1,CHEM,143.7,"USE - only lab, no issues",0.013,USE,0.007,USE - account for <DL/LRL,6.86,USE,,,0.385,USE - no issues,103,USE - no issues,,
7/28/2016,3812,43.34758,-124.26691,6/23/2011,NWCA11-2342,NWCA_PROBABILITY,OR,WMT,1,CHEM,66.9,"USE - only lab, no issues",0.016,USE,0.064,USE - flag issue minor,6.68,USE,,,0.155,USE - no issues,51,USE - no issues,,
7/28/2016,3822,44.91864,-124.00863,8/8/2011,NWCA11-2339,NWCA_PROBABILITY,OR,WMT,1,CHEM,102.7,"USE - only lab, no issues",0.009,USE,0.007,USE - account for <DL/LRL,6.82,USE,,,3.533,USE - no issues,467,USE - no issues,,
7/28/2016,3839,41.3517,-75.220688,8/23/2011,NWCA11-R103,NWCA_NOT_PROBABILITY,PA,NAP,1,CHEM,74.52,"USE - only lab, no issues",0.018,USE,0.013,USE - account for <DL/LRL,5.27,USE,,,0.718,USE - no issues,31,USE - no issues,,
7/28/2016,3840,44.0532,-110.8482,8/20/2011,NWCA11-R206,NWCA_NOT_PROBABILITY,WY,WMT,1,CHEM,63.29,"USE - only lab, flag issue minor",0.001,USE,0.006,USE - account for <DL/LRL,7.33,USE,,,0.078,USE - flag issue minor,39,USE - flag issue minor,,
7/28/2016,3847,40.80587,-110.79692,8/22/2011,NWCA11-R203,NWCA_NOT_PROBABILITY,UT,WMT,1,CHEM,30.77,"USE - only lab, no issues",0.001,USE,0.055,USE - no issues,7.01,USE,,,0.193,USE - no issues,11,USE - no issues,,
7/28/2016,3851,38.45502,-108.19233,9/2/2011,NWCA11-2959,NWCA_PROBABILITY,CO,XER,1,CHEM,383.3,"USE - only lab, flag issue minor",0.002,USE,0.006,USE - account for <DL/LRL,8.29,USE,,,0.133,USE - flag issue minor,9,USE - flag issue minor,,
7/28/2016,3852,44.93839,-110.787,8/18/2011,NWCA11-2790,NWCA_REVISITS,WY,WMT,2,CHEM,303.8,"USE - only lab, flag issue minor",0.003,USE,0,USE - account for <DL/LRL,7.96,USE,,,0.05,USE - flag issue minor,12,USE - flag issue minor,,
